age,career,lifestyle,choice,happiness,success,finance
51,Finance,Career-driven,Work-Life Balance,76.36,100.0,100.0
40,Marketing,Adventure-seeker,World Explorer,90.09,73.2,28.8
23,Doctor,Balanced,World Explorer,90.04,83.37,55.05
39,Lawyer,Family-focused,Academic Excellence,63.39,93.78,80.92
47,Lawyer,Career-driven,World Explorer,81.38,96.35,83.78
45,Teacher,Adventure-seeker,Corporate Ladder,83.8,82.47,75.41
48,Lawyer,Adventure-seeker,Work-Life Balance,96.02,72.43,71.38
42,Teacher,Adventure-seeker,Academic Excellence,94.43,82.6,54.0
32,Marketing,Balanced,Entrepreneurship,75.25,87.03,90.22
21,Software Engineer,Adventure-seeker,Creative Pursuit,96.2,79.24,39.11
46,Teacher,Minimalist,Work-Life Balance,87.6,74.84,69.36
44,Writer,Minimalist,Academic Excellence,85.36,83.13,62.69
31,Finance,Family-focused,World Explorer,100.0,81.2,66.05
52,Marketing,Family-focused,Creative Pursuit,81.44,67.01,59.62
51,Business Owner,Balanced,Creative Pursuit,93.24,100.0,90.5
44,Business Owner,Balanced,Work-Life Balance,81.87,86.03,91.0
48,Doctor,Career-driven,World Explorer,84.8,99.64,87.91
23,Doctor,Family-focused,Work-Life Balance,76.33,74.45,68.61
18,Software Engineer,Adventure-seeker,Corporate Ladder,61.78,76.78,81.18
52,Lawyer,Career-driven,Academic Excellence,46.85,100.0,94.36
31,Artist,Luxurious,Work-Life Balance,92.56,59.23,75.37
29,Writer,Minimalist,World Explorer,100.0,61.52,39.76
42,Finance,Balanced,Work-Life Balance,72.1,95.01,100.0
38,Doctor,Luxurious,Academic Excellence,66.02,85.57,100.0
50,Teacher,Minimalist,Creative Pursuit,95.35,64.13,44.11
49,Business Owner,Minimalist,Entrepreneurship,81.58,90.41,86.02
23,Software Engineer,Adventure-seeker,Entrepreneurship,71.48,82.21,83.19
36,Writer,Career-driven,Work-Life Balance,83.09,96.49,67.67
22,Finance,Minimalist,World Explorer,100.0,73.95,46.54
41,Doctor,Minimalist,Academic Excellence,63.69,87.4,82.95
53,Artist,Adventure-seeker,Academic Excellence,79.96,76.24,58.59
27,Teacher,Career-driven,Academic Excellence,56.52,100.0,62.21
39,Doctor,Minimalist,World Explorer,82.04,78.38,48.5
46,Finance,Adventure-seeker,World Explorer,100.0,77.39,69.04
40,Software Engineer,Career-driven,Work-Life Balance,72.62,99.01,100.0
43,Finance,Family-focused,Entrepreneurship,82.47,86.48,76.9
42,Artist,Balanced,Creative Pursuit,100.0,84.55,48.54
41,Software Engineer,Balanced,Creative Pursuit,90.36,90.01,79.46
43,Writer,Minimalist,World Explorer,100.0,67.92,35.55
31,Lawyer,Family-focused,Academic Excellence,60.47,77.79,74.23
29,Lawyer,Adventure-seeker,Work-Life Balance,84.48,67.97,68.69
37,Scientist,Family-focused,Entrepreneurship,80.33,82.27,70.31
49,Marketing,Luxurious,Corporate Ladder,51.64,81.51,97.52
41,Artist,Balanced,Creative Pursuit,100.0,85.21,63.69
26,Lawyer,Balanced,Work-Life Balance,79.99,85.0,76.39
23,Finance,Family-focused,Work-Life Balance,87.9,78.75,75.37
49,Scientist,Balanced,Entrepreneurship,64.66,80.8,100.0
21,Writer,Luxurious,Academic Excellence,72.27,71.5,63.84
44,Writer,Career-driven,Academic Excellence,61.33,91.42,74.82
28,Business Owner,Balanced,Creative Pursuit,85.52,93.9,75.04
30,Doctor,Luxurious,World Explorer,78.26,71.33,75.32
45,Writer,Minimalist,Entrepreneurship,73.52,72.17,62.21
32,Writer,Family-focused,Entrepreneurship,82.91,79.97,68.54
27,Lawyer,Career-driven,Creative Pursuit,70.37,100.0,74.23
32,Marketing,Career-driven,Academic Excellence,62.27,100.0,83.41
21,Marketing,Career-driven,Academic Excellence,57.41,97.73,66.91
34,Writer,Balanced,Creative Pursuit,93.02,81.85,55.63
43,Doctor,Career-driven,Work-Life Balance,73.27,100.0,90.79
39,Finance,Career-driven,Academic Excellence,62.2,100.0,96.84
43,Artist,Career-driven,Academic Excellence,72.75,100.0,68.63
44,Artist,Minimalist,Entrepreneurship,77.8,72.95,71.71
24,Doctor,Family-focused,Work-Life Balance,83.15,64.67,81.59
32,Lawyer,Minimalist,Work-Life Balance,83.66,69.9,76.37
28,Writer,Career-driven,World Explorer,95.76,78.43,46.21
34,Scientist,Adventure-seeker,Creative Pursuit,90.58,64.74,39.74
26,Teacher,Luxurious,Corporate Ladder,51.52,76.6,94.55
23,Scientist,Adventure-seeker,Corporate Ladder,72.9,73.56,58.28
19,Artist,Minimalist,Creative Pursuit,100.0,63.71,22.72
34,Business Owner,Luxurious,World Explorer,86.55,74.7,76.98
22,Business Owner,Family-focused,Entrepreneurship,71.5,86.44,69.17
23,Finance,Minimalist,Academic Excellence,75.23,92.72,71.88
18,Artist,Balanced,Corporate Ladder,56.42,88.76,68.73
21,Business Owner,Family-focused,Entrepreneurship,83.81,73.74,92.36
39,Software Engineer,Family-focused,Entrepreneurship,66.68,88.34,98.74
44,Lawyer,Balanced,World Explorer,90.65,92.69,67.65
18,Artist,Minimalist,Creative Pursuit,100.0,55.36,23.03
33,Business Owner,Family-focused,Entrepreneurship,74.47,89.09,100.0
53,Business Owner,Minimalist,Entrepreneurship,63.29,97.63,79.66
27,Teacher,Balanced,Work-Life Balance,90.51,81.41,60.33
28,Lawyer,Minimalist,Creative Pursuit,87.13,68.86,47.07
34,Writer,Adventure-seeker,Corporate Ladder,80.49,72.78,63.61
18,Marketing,Balanced,Academic Excellence,57.02,81.55,71.39
46,Writer,Adventure-seeker,World Explorer,100.0,62.15,40.59
30,Teacher,Balanced,Work-Life Balance,85.59,77.42,56.92
38,Artist,Career-driven,Work-Life Balance,74.41,93.67,74.43
47,Finance,Balanced,World Explorer,81.22,89.06,85.94
26,Scientist,Minimalist,Entrepreneurship,76.57,67.41,47.16
27,Software Engineer,Balanced,World Explorer,98.29,73.21,72.31
54,Software Engineer,Minimalist,Corporate Ladder,48.29,90.69,100.0
29,Scientist,Minimalist,World Explorer,89.38,57.18,40.77
36,Scientist,Minimalist,Academic Excellence,66.33,78.19,65.05
27,Lawyer,Career-driven,Creative Pursuit,72.04,93.74,76.19
34,Software Engineer,Balanced,Corporate Ladder,64.66,100.0,93.98
40,Teacher,Family-focused,Academic Excellence,75.21,78.19,52.44
46,Business Owner,Minimalist,Academic Excellence,66.72,96.75,82.98
40,Marketing,Luxurious,Corporate Ladder,48.32,78.79,100.0
28,Artist,Balanced,Corporate Ladder,66.33,91.73,82.12
48,Software Engineer,Minimalist,World Explorer,87.01,72.27,65.83
24,Lawyer,Family-focused,Academic Excellence,77.0,76.39,67.9
43,Marketing,Luxurious,World Explorer,85.68,66.68,65.67
30,Doctor,Balanced,Work-Life Balance,82.2,91.3,80.18
32,Finance,Family-focused,Work-Life Balance,91.56,88.16,91.45
50,Artist,Adventure-seeker,Entrepreneurship,91.61,81.75,54.66
53,Marketing,Family-focused,Academic Excellence,79.66,85.37,73.73
37,Scientist,Luxurious,Corporate Ladder,50.01,78.07,100.0
53,Writer,Family-focused,Academic Excellence,78.85,92.48,74.03
38,Marketing,Luxurious,Corporate Ladder,50.75,81.44,100.0
54,Writer,Luxurious,Creative Pursuit,99.89,69.87,79.67
31,Scientist,Luxurious,Corporate Ladder,58.05,85.03,89.25
19,Scientist,Family-focused,World Explorer,100.0,48.71,41.64
22,Software Engineer,Adventure-seeker,Academic Excellence,84.85,89.42,69.11
42,Business Owner,Career-driven,Creative Pursuit,73.13,100.0,84.94
32,Scientist,Luxurious,Corporate Ladder,43.26,78.16,89.44
21,Scientist,Luxurious,World Explorer,87.26,50.64,50.26
40,Doctor,Minimalist,World Explorer,87.97,64.24,50.87
34,Scientist,Luxurious,Academic Excellence,66.54,75.88,75.13
41,Doctor,Family-focused,Corporate Ladder,66.51,90.16,100.0
54,Writer,Career-driven,Entrepreneurship,76.66,100.0,99.92
32,Doctor,Balanced,Work-Life Balance,82.83,85.94,95.31
43,Finance,Career-driven,World Explorer,80.09,99.69,80.71
20,Teacher,Adventure-seeker,Entrepreneurship,97.63,63.49,40.69
34,Doctor,Family-focused,Creative Pursuit,81.08,72.78,59.56
54,Teacher,Adventure-seeker,Creative Pursuit,100.0,77.1,48.2
18,Marketing,Family-focused,Corporate Ladder,56.48,76.2,72.23
50,Scientist,Balanced,Creative Pursuit,76.33,81.9,70.9
31,Artist,Career-driven,Corporate Ladder,61.85,96.46,77.61
19,Doctor,Luxurious,Work-Life Balance,72.03,68.54,87.49
35,Writer,Balanced,Entrepreneurship,84.59,90.46,85.86
30,Teacher,Career-driven,Academic Excellence,63.03,89.93,77.15
32,Teacher,Family-focused,Corporate Ladder,63.58,84.21,76.67
29,Software Engineer,Luxurious,Academic Excellence,54.43,85.69,92.91
50,Doctor,Luxurious,Entrepreneurship,73.37,78.33,100.0
33,Business Owner,Luxurious,Corporate Ladder,42.21,86.53,100.0
34,Business Owner,Minimalist,Entrepreneurship,66.04,80.69,71.86
26,Lawyer,Adventure-seeker,Entrepreneurship,79.13,80.33,84.91
24,Doctor,Career-driven,Creative Pursuit,66.42,89.13,68.16
43,Lawyer,Minimalist,Academic Excellence,66.58,85.55,69.21
23,Writer,Luxurious,Creative Pursuit,85.33,53.27,62.24
31,Software Engineer,Career-driven,Creative Pursuit,74.38,91.85,73.99
42,Teacher,Minimalist,Creative Pursuit,91.16,74.26,47.46
54,Marketing,Luxurious,Creative Pursuit,80.53,82.08,72.35
39,Teacher,Luxurious,Corporate Ladder,62.15,92.21,100.0
32,Doctor,Family-focused,Corporate Ladder,68.7,91.59,100.0
49,Finance,Luxurious,Creative Pursuit,78.95,79.21,97.33
54,Finance,Minimalist,Corporate Ladder,57.29,100.0,99.54
36,Artist,Luxurious,Work-Life Balance,78.04,64.72,84.38
47,Scientist,Adventure-seeker,Entrepreneurship,72.29,71.45,82.59
40,Doctor,Adventure-seeker,Work-Life Balance,92.0,77.99,71.68
33,Doctor,Luxurious,Work-Life Balance,75.9,76.32,100.0
19,Artist,Minimalist,Corporate Ladder,61.29,70.41,52.35
45,Marketing,Adventure-seeker,Academic Excellence,82.57,78.62,59.5
44,Doctor,Adventure-seeker,Academic Excellence,81.74,90.62,72.46
30,Lawyer,Family-focused,Academic Excellence,71.42,83.22,70.9
34,Teacher,Luxurious,Work-Life Balance,87.09,58.22,70.28
34,Teacher,Balanced,Entrepreneurship,86.2,71.8,58.81
49,Teacher,Balanced,Work-Life Balance,93.98,90.71,80.87
55,Finance,Balanced,Entrepreneurship,62.94,100.0,100.0
46,Teacher,Family-focused,Work-Life Balance,98.44,65.37,74.19
18,Artist,Balanced,Entrepreneurship,80.41,81.87,42.06
31,Teacher,Family-focused,Academic Excellence,73.1,65.71,57.99
55,Business Owner,Career-driven,Creative Pursuit,70.44,100.0,97.6
36,Lawyer,Career-driven,Work-Life Balance,67.39,100.0,99.89
38,Marketing,Luxurious,Creative Pursuit,89.07,60.85,75.66
29,Marketing,Career-driven,World Explorer,70.44,78.85,48.71
30,Writer,Balanced,Corporate Ladder,58.59,87.62,77.51
55,Finance,Luxurious,Academic Excellence,67.33,93.2,100.0
38,Writer,Career-driven,World Explorer,81.91,91.98,61.37
19,Marketing,Minimalist,Academic Excellence,64.03,63.69,43.05
37,Artist,Minimalist,Corporate Ladder,59.84,84.09,66.34
36,Marketing,Balanced,World Explorer,92.55,68.94,59.57
42,Artist,Adventure-seeker,World Explorer,100.0,73.82,31.46
43,Teacher,Luxurious,World Explorer,99.4,64.48,68.82
36,Writer,Minimalist,Creative Pursuit,96.79,58.24,33.96
43,Writer,Balanced,Academic Excellence,65.73,82.87,66.6
42,Scientist,Family-focused,Creative Pursuit,83.13,67.63,60.78
30,Teacher,Adventure-seeker,Creative Pursuit,100.0,58.52,35.69
47,Writer,Family-focused,Entrepreneurship,89.67,81.19,50.87
32,Software Engineer,Balanced,World Explorer,89.93,76.04,72.94
53,Artist,Adventure-seeker,Work-Life Balance,100.0,70.59,66.19
20,Marketing,Family-focused,World Explorer,92.83,55.9,26.58
29,Doctor,Career-driven,Work-Life Balance,62.1,92.06,86.33
45,Marketing,Family-focused,World Explorer,92.51,62.25,42.62
37,Scientist,Balanced,Entrepreneurship,68.98,88.83,69.59
50,Software Engineer,Adventure-seeker,Creative Pursuit,93.69,89.7,67.69
28,Writer,Adventure-seeker,World Explorer,100.0,65.97,35.11
35,Artist,Minimalist,Academic Excellence,80.59,75.45,52.75
54,Marketing,Balanced,Creative Pursuit,81.5,92.65,79.0
28,Artist,Luxurious,World Explorer,95.73,54.0,52.91
22,Teacher,Career-driven,Corporate Ladder,49.08,100.0,83.04
25,Scientist,Career-driven,World Explorer,83.07,71.64,46.21
34,Doctor,Minimalist,Academic Excellence,66.61,94.34,73.2
38,Lawyer,Adventure-seeker,Work-Life Balance,93.85,71.57,72.3
39,Software Engineer,Family-focused,Corporate Ladder,60.66,87.41,100.0
21,Doctor,Minimalist,Academic Excellence,62.91,72.91,59.28
25,Business Owner,Minimalist,World Explorer,100.0,70.64,45.32
28,Business Owner,Minimalist,Academic Excellence,58.49,95.18,73.84
47,Scientist,Adventure-seeker,Work-Life Balance,89.53,63.24,68.39
27,Artist,Balanced,Creative Pursuit,88.93,69.85,59.12
52,Scientist,Adventure-seeker,World Explorer,95.63,77.53,46.42
26,Doctor,Luxurious,Work-Life Balance,68.56,65.11,86.31
37,Scientist,Career-driven,World Explorer,89.82,76.92,62.11
46,Teacher,Career-driven,Corporate Ladder,56.84,100.0,90.56
25,Writer,Luxurious,World Explorer,100.0,66.94,49.61
40,Business Owner,Family-focused,Academic Excellence,67.41,96.83,84.88
25,Business Owner,Adventure-seeker,Work-Life Balance,99.54,79.44,61.92
43,Marketing,Career-driven,World Explorer,72.16,93.38,57.73
46,Teacher,Adventure-seeker,Work-Life Balance,98.6,73.36,56.4
52,Doctor,Minimalist,World Explorer,84.73,72.64,71.64
49,Software Engineer,Balanced,World Explorer,97.05,81.45,68.08
53,Scientist,Adventure-seeker,Academic Excellence,82.8,91.91,58.57
41,Business Owner,Family-focused,Corporate Ladder,54.68,93.37,93.12
29,Scientist,Luxurious,World Explorer,82.16,64.89,56.56
45,Artist,Adventure-seeker,Creative Pursuit,100.0,73.67,39.67
48,Teacher,Adventure-seeker,Creative Pursuit,100.0,76.1,39.65
45,Teacher,Adventure-seeker,World Explorer,100.0,65.89,36.9
41,Lawyer,Adventure-seeker,Corporate Ladder,56.77,100.0,77.74
31,Business Owner,Luxurious,Creative Pursuit,88.57,87.74,90.96
46,Business Owner,Career-driven,Entrepreneurship,50.72,100.0,100.0
55,Lawyer,Family-focused,Creative Pursuit,99.04,88.31,78.82
47,Teacher,Balanced,Corporate Ladder,59.72,97.55,91.53
41,Scientist,Minimalist,Entrepreneurship,65.54,82.71,74.82
23,Artist,Luxurious,Creative Pursuit,82.04,67.18,48.55
32,Artist,Luxurious,Creative Pursuit,86.64,68.08,59.19
43,Scientist,Balanced,Entrepreneurship,69.24,92.55,91.69
52,Lawyer,Balanced,Work-Life Balance,88.63,83.81,90.61
26,Business Owner,Balanced,Work-Life Balance,86.97,84.97,87.23
29,Writer,Luxurious,Work-Life Balance,81.28,71.03,67.95
29,Lawyer,Balanced,Work-Life Balance,80.0,90.97,95.77
33,Business Owner,Luxurious,Entrepreneurship,73.86,83.05,100.0
50,Finance,Adventure-seeker,Work-Life Balance,86.82,93.78,82.44
27,Business Owner,Career-driven,Creative Pursuit,71.88,100.0,78.03
45,Marketing,Adventure-seeker,World Explorer,100.0,59.25,39.48
34,Lawyer,Balanced,Work-Life Balance,74.47,81.63,81.15
51,Writer,Luxurious,Corporate Ladder,68.45,93.33,100.0
47,Scientist,Career-driven,Creative Pursuit,74.89,89.55,76.75
26,Scientist,Family-focused,Entrepreneurship,80.08,62.17,89.21
35,Scientist,Balanced,Corporate Ladder,54.64,88.09,82.44
48,Artist,Minimalist,Corporate Ladder,67.84,87.69,78.91
51,Writer,Career-driven,Creative Pursuit,79.82,95.35,65.63
21,Teacher,Family-focused,World Explorer,97.54,60.94,28.06
28,Lawyer,Minimalist,Creative Pursuit,88.86,69.84,47.52
24,Writer,Luxurious,Corporate Ladder,58.7,73.28,83.77
53,Marketing,Luxurious,Work-Life Balance,72.82,72.45,100.0
35,Doctor,Career-driven,Creative Pursuit,70.67,97.97,82.66
55,Scientist,Family-focused,World Explorer,100.0,61.95,46.38
46,Artist,Minimalist,Academic Excellence,68.0,76.63,67.1
37,Finance,Adventure-seeker,Academic Excellence,65.28,85.24,78.43
22,Artist,Luxurious,Creative Pursuit,97.02,71.25,53.36
34,Marketing,Minimalist,Creative Pursuit,81.77,58.57,36.54
50,Software Engineer,Career-driven,Academic Excellence,54.61,100.0,100.0
48,Scientist,Minimalist,World Explorer,96.45,62.12,45.26
31,Doctor,Career-driven,Entrepreneurship,54.17,93.99,100.0
33,Software Engineer,Family-focused,Academic Excellence,71.45,82.54,74.05
47,Software Engineer,Career-driven,Creative Pursuit,74.87,100.0,87.17
29,Finance,Minimalist,Corporate Ladder,62.92,97.7,93.04
37,Business Owner,Adventure-seeker,World Explorer,100.0,74.32,58.51
51,Scientist,Adventure-seeker,Creative Pursuit,94.03,82.54,42.93
38,Business Owner,Balanced,Creative Pursuit,87.21,100.0,90.59
29,Writer,Minimalist,Work-Life Balance,91.77,62.86,47.11
32,Software Engineer,Adventure-seeker,Corporate Ladder,67.89,88.74,82.44
30,Artist,Minimalist,World Explorer,100.0,60.76,34.57
19,Artist,Minimalist,Creative Pursuit,92.25,54.35,27.9
52,Software Engineer,Minimalist,Corporate Ladder,58.69,99.39,94.93
53,Teacher,Family-focused,Academic Excellence,85.0,88.27,61.68
51,Doctor,Luxurious,World Explorer,86.41,71.88,94.13
33,Lawyer,Family-focused,Corporate Ladder,50.72,97.31,89.49
33,Software Engineer,Balanced,Academic Excellence,60.3,100.0,93.97
43,Doctor,Luxurious,Entrepreneurship,68.49,85.13,100.0
42,Teacher,Career-driven,Creative Pursuit,93.91,89.72,65.97
26,Finance,Minimalist,Entrepreneurship,75.61,74.19,67.62
21,Doctor,Minimalist,Academic Excellence,72.62,87.82,74.04
27,Doctor,Adventure-seeker,Work-Life Balance,97.56,65.65,72.38
34,Business Owner,Career-driven,Creative Pursuit,66.17,100.0,93.41
21,Marketing,Balanced,Corporate Ladder,56.27,93.16,73.4
43,Marketing,Minimalist,Entrepreneurship,71.86,75.21,72.44
49,Scientist,Balanced,Academic Excellence,74.84,89.41,81.76
42,Finance,Adventure-seeker,World Explorer,100.0,89.33,62.64
49,Scientist,Adventure-seeker,Academic Excellence,65.34,79.68,71.43
24,Artist,Luxurious,Academic Excellence,67.4,75.46,76.44
55,Lawyer,Adventure-seeker,Academic Excellence,72.64,88.57,78.07
42,Marketing,Family-focused,Work-Life Balance,75.62,76.48,75.44
30,Finance,Minimalist,Creative Pursuit,90.66,71.94,68.89
43,Software Engineer,Minimalist,Work-Life Balance,72.42,86.94,84.05
29,Teacher,Balanced,Work-Life Balance,93.77,75.81,74.54
49,Teacher,Family-focused,World Explorer,100.0,76.31,56.21
26,Artist,Minimalist,Academic Excellence,71.17,75.64,43.05
54,Artist,Adventure-seeker,Corporate Ladder,67.39,83.9,79.46
31,Business Owner,Minimalist,Entrepreneurship,78.07,93.98,80.66
53,Teacher,Balanced,Academic Excellence,73.05,94.67,73.13
32,Finance,Balanced,World Explorer,97.73,86.87,66.85
28,Scientist,Career-driven,Creative Pursuit,77.04,83.9,54.81
46,Software Engineer,Luxurious,Creative Pursuit,79.32,89.91,82.66
48,Teacher,Career-driven,Creative Pursuit,83.11,100.0,72.37
53,Lawyer,Family-focused,Corporate Ladder,53.76,100.0,100.0
25,Finance,Family-focused,Creative Pursuit,99.81,83.78,54.92
47,Artist,Luxurious,World Explorer,100.0,72.28,62.49
34,Teacher,Adventure-seeker,Creative Pursuit,100.0,72.89,36.09
50,Marketing,Balanced,Work-Life Balance,87.57,83.15,88.62
26,Lawyer,Luxurious,World Explorer,93.8,73.84,73.86
27,Doctor,Adventure-seeker,Creative Pursuit,90.62,65.58,45.09
28,Marketing,Career-driven,Corporate Ladder,40.16,91.06,82.0
49,Teacher,Luxurious,Work-Life Balance,80.73,70.34,84.13
53,Doctor,Luxurious,Academic Excellence,57.39,100.0,100.0
21,Teacher,Balanced,Academic Excellence,65.92,75.02,59.55
39,Software Engineer,Balanced,Academic Excellence,60.77,90.38,95.66
25,Doctor,Family-focused,Entrepreneurship,74.95,80.18,71.06
47,Artist,Luxurious,Academic Excellence,75.29,83.25,76.4
44,Scientist,Minimalist,Entrepreneurship,63.57,78.83,85.17
31,Scientist,Minimalist,Entrepreneurship,63.76,77.37,63.39
54,Doctor,Adventure-seeker,World Explorer,100.0,71.41,67.55
22,Scientist,Career-driven,Entrepreneurship,66.46,79.27,97.87
47,Doctor,Minimalist,Entrepreneurship,66.85,88.85,96.65
48,Marketing,Family-focused,Creative Pursuit,80.43,77.12,52.82
39,Teacher,Career-driven,World Explorer,95.14,85.48,55.48
22,Marketing,Minimalist,World Explorer,85.09,58.26,29.68
39,Writer,Career-driven,Entrepreneurship,69.05,94.01,81.88
23,Marketing,Adventure-seeker,Corporate Ladder,56.67,85.88,58.06
23,Software Engineer,Career-driven,World Explorer,89.66,78.43,73.28
34,Scientist,Adventure-seeker,Corporate Ladder,57.86,86.82,75.42
46,Lawyer,Family-focused,Work-Life Balance,83.83,80.41,83.66
31,Doctor,Minimalist,Work-Life Balance,82.08,66.02,75.69
47,Marketing,Balanced,Corporate Ladder,50.76,95.1,95.32
26,Writer,Career-driven,Entrepreneurship,76.61,93.99,73.37
38,Teacher,Adventure-seeker,World Explorer,100.0,71.66,36.04
46,Teacher,Balanced,World Explorer,97.79,69.08,64.97
42,Artist,Family-focused,Work-Life Balance,95.8,69.63,70.39
48,Teacher,Family-focused,World Explorer,95.19,66.62,47.37
36,Lawyer,Family-focused,Corporate Ladder,59.6,97.03,97.99
27,Finance,Minimalist,Academic Excellence,63.1,82.64,66.89
44,Scientist,Balanced,Academic Excellence,70.23,84.74,76.82
28,Artist,Adventure-seeker,Entrepreneurship,99.49,60.87,55.13
22,Marketing,Career-driven,Corporate Ladder,37.17,90.31,92.15
44,Scientist,Balanced,Corporate Ladder,46.16,91.73,99.71
50,Business Owner,Balanced,Work-Life Balance,86.25,100.0,100.0
43,Business Owner,Adventure-seeker,Creative Pursuit,95.24,86.05,72.61
25,Software Engineer,Family-focused,World Explorer,92.96,75.46,56.99
23,Teacher,Family-focused,Corporate Ladder,76.43,71.38,70.74
43,Teacher,Family-focused,Work-Life Balance,92.09,69.77,68.0
24,Finance,Career-driven,Corporate Ladder,48.17,100.0,100.0
40,Finance,Career-driven,Corporate Ladder,53.91,100.0,100.0
26,Software Engineer,Adventure-seeker,Work-Life Balance,80.33,82.86,67.5
50,Teacher,Minimalist,Entrepreneurship,77.96,78.63,43.76
19,Software Engineer,Adventure-seeker,Academic Excellence,79.36,88.41,61.78
25,Writer,Minimalist,Academic Excellence,71.9,73.07,43.08
46,Artist,Balanced,Work-Life Balance,97.57,89.96,80.85
21,Software Engineer,Family-focused,Creative Pursuit,89.75,63.56,47.99
52,Business Owner,Minimalist,Entrepreneurship,75.92,99.59,100.0
20,Software Engineer,Minimalist,Entrepreneurship,64.18,83.96,83.0
30,Writer,Balanced,Entrepreneurship,89.29,72.09,54.37
37,Finance,Adventure-seeker,Corporate Ladder,55.59,98.72,88.86
37,Artist,Adventure-seeker,Entrepreneurship,94.93,63.35,41.19
